Gene	C_L_HS37	C_L_HS38	H_L_HS46	C_M_HS61	C_M_HS62	H_L_HS64	H_L_HS65	H_M_HS66	H_M_HS67	C_M_HS87	C_L_HS90	H_M_HS93
LOC116517155	0	0	0	0	0	0	0	0	0	0	0	0
CRYL1	536	223	227	259	106	293	204	321	183	143	280	263
ANGPT4	6	2	5	0	0	5	2	0	0	0	0	3
LOC116518359	3	1	1	1	0	1	1	0	0	0	1	0
CYHR1	874	63	90	51	43	69	71	57	203	44	62	50
ANGPT1	151	72	55	29	23	71	36	117	6	19	27	75
LOC116523531	95	9	44	4	7	54	33	17	52	12	21	9
LOC116518355	0	0	0	0	0	0	0	0	0	0	0	0
TRNAM-CAU-12	0	0	0	0	0	0	0	0	0	0	0	0
C2H12orf4	228	87	40	40	21	57	35	68	5	42	68	57
NEDD4L	894	292	379	244	113	345	314	589	300	118	140	341
LOC116518350	0	0	0	0	0	0	0	0	0	0	0	0
LOC116519306	0	0	0	0	0	0	0	0	0	0	0	0
LOC116518352	4	3	0	0	0	0	0	0	0	0	0	0
LOC116513723	21	0	23	0	0	0	9	2	18	0	0	2
PROM1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512854	50	51	117	21	12	77	34	36	106	5	37	48
LOC116512855	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523535	1773	232	390	220	74	385	373	274	659	93	207	208
EPHB1	26	3	6	7	0	4	0	4	0	0	4	4
LOC116520057	0	0	0	0	0	0	0	0	0	0	0	0
PDE1A	23	36	30	13	4	25	24	14	5	0	16	5
CCNI	15587	5331	3600	6075	2015	6975	4168	3867	3577	2496	3257	3103
CCNH	166	58	57	49	24	77	40	47	10	0	44	38
CCNK	886	266	358	330	93	322	313	271	367	235	281	215
CCNJ	60	38	49	25	8	65	47	59	2	0	33	35
OPCML	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	450	192	358	122	57	387	139	230	155	0	118	206
CCNC	657	276	177	123	59	236	79	99	58	76	154	94
THUMPD3	178	83	101	75	25	95	66	65	69	5	64	67
CCNF	0	0	0	0	0	0	0	0	0	0	0	0
CCNY	161	55	58	44	8	57	27	38	33	10	31	34
LOC116510011	0	0	0	0	0	0	0	0	0	0	0	0
LOC116517378	2	0	2	0	0	2	0	0	0	0	0	0
CCNQ	216	70	88	60	16	63	72	37	35	0	49	42
CCNP	4	0	0	0	0	0	0	0	0	0	0	0
LOC116517375	1000	215	293	243	114	342	126	300	384	60	137	299
PP2D1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116517371	6	4	2	1	0	9	3	0	0	0	3	0
LOC116524024	66	9	13	24	3	9	10	7	0	11	23	7
UBXN11	0	0	4	0	0	0	0	0	0	0	0	0
UBXN10	439	97	106	63	65	101	102	45	122	23	35	42
ATP2C2	0	4	40	3	0	2	37	0	28	28	0	3
ATP2C1	413	166	231	148	54	205	94	145	118	28	128	145
LOC116521505	0	0	0	0	0	0	0	0	0	0	0	0
MLXIPL	3735	971	1210	1115	318	725	711	834	1539	443	947	950
ATM	393	112	84	124	13	135	56	84	67	0	74	109
NXT2	121	61	63	48	20	74	29	47	31	30	33	44
KIF1A	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504974	0	0	0	0	0	0	0	0	0	0	0	0
MEP1A	0	0	0	0	0	0	0	0	0	0	0	0
QSOX1	582	255	201	411	53	116	110	114	157	76	295	366
LOC116507211	0	0	0	0	0	0	0	0	0	0	0	0
UPK3B	0	0	0	0	0	0	0	0	0	0	0	0
STX1B	0	0	0	0	0	0	0	0	0	0	0	0
STX1A	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509924	19	0	11	10	4	21	5	24	12	0	5	4
LOC116512508	0	0	0	0	0	0	0	0	0	0	0	0
LOC116524022	0	0	0	0	0	0	0	0	0	0	0	0
STX18	3516	874	835	612	358	985	710	672	990	360	520	590
LOC116509925	0	0	0	0	0	0	0	0	0	0	0	0
STX16	423	257	221	201	47	220	128	123	109	75	139	186
LOC116517858	0	0	0	0	0	0	0	0	0	0	0	0
QSOX2	1017	364	339	326	118	389	283	225	399	58	315	175
STX12	116	47	69	53	5	80	63	69	7	28	40	60
LOC116512092	2	0	0	0	0	0	0	0	0	0	0	0
STX10	170	66	100	59	17	92	44	49	76	22	64	67
STX11	42	26	4	10	5	23	3	6	0	0	14	3
CERS1	0	0	3	0	0	0	0	2	0	0	0	0
LOC116506596	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	82	19	28	9	0	10	13	5	0	0	10	3
LOC116502570	16	0	0	0	0	11	0	4	0	0	0	0
AIP	408	175	125	120	30	143	102	89	75	71	134	86
KBTBD3	15	6	4	8	3	4	2	3	0	0	0	3
MC1R	0	0	1	0	0	1	1	1	9	0	0	0
CYREN	662	288	128	249	69	230	220	199	90	81	193	243
BRICD5	18	0	0	0	0	4	5	0	0	0	0	9
LOC116509921	0	0	0	0	0	0	0	0	0	0	0	0
SHMT1	78435	11656	23106	27062	7457	12853	12601	13582	11047	3753	17769	8855
PPP1R18	197	50	144	37	29	208	62	73	115	7	31	62
DYRK1A	506	207	129	127	55	182	95	151	90	74	109	98
IGDCC3	0	0	0	0	0	0	0	0	0	0	0	0
LOC116517487	557	171	218	99	38	187	94	148	134	24	116	160
LOC116509341	29	17	23	6	4	18	3	10	10	0	12	11
PPP1R10	1803	581	411	431	141	864	283	244	452	225	469	190
CAPN3	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509616	42	6	4	12	2	14	6	15	0	0	7	11
LOC116509617	4	4	0	0	0	0	0	0	0	0	0	0
CAPN6	154	63	37	50	0	51	40	62	0	0	31	15
LOC116509347	123	68	47	49	16	65	35	45	19	8	47	46
KAT2A	106	44	23	44	3	52	24	12	5	15	27	33
KAT2B	333	116	96	79	39	141	87	140	50	40	63	77
PHYHD1	2153	281	360	372	251	401	414	270	435	223	280	239
ALKAL2	580	328	200	182	78	350	141	170	36	6	215	195
CCN1	24	20	475	11	6	150	163	101	523	10	23	17
CZH7orf57	0	0	0	2	0	2	0	0	0	0	0	0
CCN3	4	2	0	0	0	3	15	10	0	0	0	0
LOC116521059	2128	921	1692	2127	511	990	1277	2716	594	930	2738	1585
CCN5	92	27	60	17	7	15	30	25	97	0	13	33
TGFB2	86	50	75	27	14	69	25	31	18	4	31	25
LOC116506565	21	5	7	0	0	19	11	5	11	8	9	10
LOC116523000	36	23	19	13	0	24	6	7	0	0	18	18
SGSM3	317	100	106	171	65	153	124	108	84	86	132	149
F3	8	0	70	0	0	13	25	0	175	0	2	0
ARC	0	0	0	0	0	0	0	0	0	0	0	0
AEBP2	604	172	163	186	55	206	91	123	122	63	108	104
KCNU1	0	0	0	0	0	0	0	0	0	0	0	0
WNT9B	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	1336	398	499	496	146	461	591	422	592	189	281	408
GOLGA2	1808	343	387	309	153	404	283	214	546	50	219	263
KDM4C	257	160	105	73	28	138	48	67	65	14	83	86
LOC116516421	0	0	0	0	0	0	0	0	0	0	0	0
LOC116516420	30	8	14	6	0	11	9	7	10	0	2	6
ADAMTSL5	129	6	19	7	3	20	25	9	7	0	9	6
LOC116516422	14	2	5	2	1	0	0	2	3	0	1	0
ADAMTSL3	1266	199	68	453	224	246	264	439	110	177	203	232
MAP3K2	650	176	151	91	17	159	26	168	41	35	75	108
MAP3K1	840	295	256	297	107	386	173	328	112	122	316	244
LOC116503800	546	252	84	162	52	155	240	44	136	15	86	137
LOC116516429	509	341	218	96	20	129	103	657	8	116	24	53
LOC116516428	76	35	13	0	6	83	24	46	0	0	0	8
LOC116516359	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512786	5056	475	520	424	326	677	602	328	1281	223	321	260
LOC116503803	223	75	34	46	25	78	57	36	15	20	45	35
MAP3K9	0	0	4	0	0	3	2	0	0	0	3	2
MAP3K8	4	11	3	0	0	0	4	3	0	13	4	5
AARD	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522146	4769	1174	1003	962	405	1148	994	620	1473	551	1224	900
FYTTD1	357	143	98	77	35	68	62	42	125	38	71	50
LOC116513311	4	0	0	3	0	2	0	3	0	0	0	0
KIF16B	1401	643	567	472	135	581	239	441	330	137	508	349
DHX16	841	238	178	217	77	298	264	146	399	20	148	191
CDON	611	201	278	75	58	255	194	305	85	19	71	185
F8	327	109	119	30	14	138	102	131	72	64	39	104
LOC116513284	2	0	0	0	0	0	0	0	0	0	0	0
MX1	57	19	26	43	14	12	8	49	0	13	8	8
HAT1	271	139	79	83	22	97	38	57	37	48	112	43
IPMK	111	42	98	29	10	73	17	39	18	25	10	40
NCKAP1L	219	133	30	21	17	183	33	25	0	35	19	64
PMF1	11	6	0	0	0	13	0	0	7	0	0	2
ASS1	791	250	121	133	364	182	171	252	159	163	357	92
FBXO8	284	94	52	102	32	71	21	34	0	37	74	34
RNF213	985	456	377	360	63	721	329	405	133	121	289	289
RNF214	3468	383	374	247	212	399	440	175	706	143	176	169
RNF215	26	2	8	4	2	5	4	8	7	0	4	4
RNF216	1319	213	231	168	115	212	123	148	318	46	207	189
LOC116519694	281	92	70	0	62	92	138	55	122	40	0	67
ZNF276	2374	189	179	128	135	293	302	133	402	54	72	126
UTP20	120	24	110	28	0	68	34	67	0	0	70	69
UTP23	163	49	50	46	11	88	33	50	11	50	46	34
UTP25	85	42	25	23	17	27	15	27	13	9	26	21
LOC116507977	185	67	139	41	5	112	78	83	198	6	30	59
LOC116522971	0	0	0	0	0	0	0	0	0	0	0	0
BOLL	0	0	0	0	0	0	0	0	0	0	0	0
BID	129	62	106	59	17	99	51	42	0	8	34	55
LOC116518451	493	117	62	72	40	99	89	98	163	56	39	67
AAR2	77	35	25	19	11	46	17	18	6	5	38	27
SRPRA	1414	483	671	498	217	543	552	399	647	235	369	694
KCNE4	0	0	4	0	0	4	0	3	0	0	0	0
SRPRB	131	68	124	63	34	82	62	55	46	60	36	61
KCNE1	0	1	0	0	0	0	0	0	0	0	0	0
LOC116523661	428	0	7	0	5	0	9	0	11	0	0	0
KCNE3	38	5	13	8	9	3	7	7	12	15	6	0
KCNE2	93	103	16	8	4	33	7	25	0	0	8	17
EFR3B	100	3	4	9	0	22	25	8	17	17	13	15
KERA	0	0	0	0	0	0	0	0	0	0	0	0
EFR3A	2834	524	383	448	196	545	439	347	305	91	255	313
ACHE	125	25	11	7	17	18	23	3	12	0	9	11
LOC116510905	0	10	21	8	0	19	17	20	14	0	11	20
HEATR5B	374	144	152	154	17	176	97	133	70	4	121	144
FAIM2	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523667	8	0	0	0	0	0	0	0	0	0	0	0
PGGT1B	169	57	50	42	16	66	46	62	4	25	50	64
ESYT1	409	202	283	101	27	255	198	136	305	65	92	116
FRMD4B	53	20	83	13	2	28	25	20	72	0	20	26
MFN2	1536	520	417	239	157	445	342	321	443	99	357	353
LOC116520200	25	0	13	0	0	4	0	0	0	0	0	0
LOC116520202	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520203	91	5	6	0	0	0	3	4	8	0	0	0
LOC116520204	16	3	40	3	11	6	13	14	0	21	2	12
LOC116523538	72	44	96	32	10	107	73	64	47	12	175	61
LOC116520206	26	2	0	5	0	0	3	0	0	0	0	0
LOC116520207	0	0	0	0	0	0	0	0	0	0	0	0
TYSND1	99	23	44	14	10	11	20	10	17	5	10	18
LDLRAP1	77	14	10	7	4	19	11	6	0	0	10	16
LOC116504711	1605	433	509	303	133	515	284	311	318	317	255	301
LOC116511362	690	126	207	252	0	235	242	226	183	105	139	252
LOC116521355	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504712	40	9	0	0	1	0	3	0	0	0	8	0
LOC116511365	388	243	216	83	40	154	78	109	68	28	125	101
MAN1B1	4687	1199	951	738	335	848	719	492	1313	162	556	460
MMP23B	109	18	86	21	10	53	61	61	14	0	29	21
LOC116520631	0	0	0	0	0	0	0	0	0	0	0	0
TRABD	239	143	194	105	33	122	51	96	40	83	84	70
STARD10	33	10	13	5	4	3	4	0	8	0	0	0
LOC116507404	5	2	0	0	0	0	0	3	0	8	0	2
ATP2A3	266	90	98	77	11	68	66	46	75	0	28	61
LOC116520795	12	0	0	2	0	0	0	0	0	0	0	0
HSPA8	102	180	7723	78	190	6166	3085	3367	9496	169	29	1066
HSPA9	1740	941	1416	990	306	1379	795	990	1160	713	906	1228
HSPA4	2320	1138	4022	1191	364	3137	1331	2371	1535	557	1265	1598
HSPA5	426	123	547	419	76	339	319	295	720	60	112	276
ACTG1	50173	24489	73935	76894	3364	23240	22342	30154	47564	20965	47382	28772
LOC116512033	0	0	0	0	0	0	0	0	0	0	0	0
HSPA2	66	851	57431	445	880	23062	24398	43556	52682	1853	73	11316
EHBP1L1	1724	302	268	228	131	386	272	218	365	44	102	144
EEPD1	335	126	64	63	37	106	139	94	71	43	31	160
C1QL4	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-8	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-9	0	0	0	0	0	0	0	0	0	0	0	0
OXSR1	178	53	67	49	15	86	30	48	76	0	47	62
TRNAV-AAC-4	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-5	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-6	0	0	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC-7	0	0	0	0	0	0	0	0	0	0	0	0
OGFRL1	0	0	2	0	0	8	3	6	0	0	0	0
TRNAV-AAC-2	0	0	0	0	0	0	0	0	0	0	0	0
C1QL2	2	0	0	0	0	0	0	0	0	0	0	0
LOC116520064	0	168	237	243	41	103	98	341	0	0	249	0
LOC116520065	8	0	0	0	0	0	0	0	2	0	0	2
SLC6A14	6	0	26	0	0	0	11	0	0	0	3	2
LOC116520061	0	0	6	0	0	6	0	5	0	0	0	0
LOC116520062	0	192	2	2	85	2	161	483	119	71	223	0
LOC116520063	62	22	9	18	4	14	13	9	0	0	5	0
QKI	2623	990	947	846	257	982	502	741	469	367	593	541
NEPRO	39	26	24	5	7	30	10	18	0	24	11	16
LOC116520068	1871	331	300	362	119	362	351	153	409	81	214	207
LOC116520069	86	227	398	304	25	78	125	436	850	44	188	407
ECPAS	1531	605	435	481	149	543	381	454	454	166	502	582
BNIPL	0	0	0	0	0	3	0	4	0	0	0	0
NNT	1560	558	466	548	220	747	498	623	367	439	567	553
BNIP2	645	231	152	183	54	184	97	109	91	28	130	124
BNIP1	40	23	36	18	12	54	15	21	15	0	24	29
LOC116512913	0	0	0	0	0	0	0	0	0	0	0	0
ATMIN	228	105	94	67	24	94	62	85	120	20	54	75
ATP5MD	202	28	75	52	11	73	28	41	0	0	39	33
AUNIP	272	137	80	151	40	130	102	89	33	81	99	94
ITGA11	0	0	0	0	0	0	0	0	0	0	0	0
ITGA10	4	0	5	0	0	8	2	3	13	0	0	0
LOC116510718	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515199	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B1	404	244	570	302	114	595	376	482	298	270	213	337
LOC116518985	1394	447	285	233	55	442	131	193	175	112	238	201
ZBTB9	314	3	25	10	18	15	32	7	19	2	5	7
LOC116518048	107	36	31	43	16	75	45	105	5	14	44	39
LOC116515190	3	2	0	0	0	0	0	0	0	0	0	0
ZBTB5	272	123	29	141	23	38	32	40	31	15	73	51
ZBTB6	213	31	18	18	10	28	8	5	20	18	16	9
LOC116515621	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515627	2348	301	300	400	176	350	456	217	642	186	211	280
LOC116515624	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB3	103	17	17	30	14	17	19	14	14	0	22	16
LOC116511811	5	0	7	3	3	13	3	6	0	0	3	7
URB2	188	112	174	57	12	156	81	121	86	14	70	99
SV2A	4	0	0	0	0	0	0	0	0	0	0	0
SV2B	0	0	0	0	0	0	0	0	0	0	0	0
SV2C	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA7	2648	882	745	619	174	644	332	514	317	334	656	660
SLC23A3	301	105	158	174	49	132	97	139	60	36	199	121
PLEKHA5	673	189	206	163	54	243	181	170	69	49	170	158
PLEKHA4	310	60	69	135	13	77	65	72	94	0	84	48
PLEKHA3	75	38	37	28	7	25	5	21	0	48	19	19
PLEKHA2	37	9	23	12	5	57	25	22	11	0	19	10
PLEKHA1	100	33	117	84	41	367	38	158	39	26	12	113
DCDC2B	4	0	10	0	0	0	8	2	0	0	0	2
CEP120	58	26	21	3	0	18	8	9	0	0	6	13
LOC116507139	13	0	0	5	4	4	0	0	0	0	0	0
PLA2G10	43	10	15	14	10	25	14	10	0	8	3	2
CEP128	131	13	22	6	23	19	7	9	110	0	47	135
LOC116502920	0	5	0	0	0	0	0	0	0	0	0	2
LOC116518353	0	0	0	0	0	0	0	0	0	0	0	0
ATF1	326	111	102	93	25	151	68	114	54	9	57	88
ATF2	257	86	84	66	26	102	57	63	82	24	63	87
ATF3	14	12	636	10	3	50	37	88	79	0	0	6
ATF4	8189	2139	2383	731	439	3786	1463	1835	3747	558	605	1164
LOC116522651	579	189	199	416	79	528	302	162	281	165	152	107
ATF6	768	259	210	253	76	136	115	147	85	44	205	157
LOC116504696	32	23	8	0	0	9	0	3	0	0	13	3
LOC116522017	0	0	0	0	0	0	0	0	0	0	0	0
WAC	1434	598	459	393	138	657	348	400	301	328	400	369
SETD1A	592	166	148	121	41	211	99	148	247	53	103	144
SETD1B	736	152	286	171	61	162	102	162	210	33	72	102
LOC116512612	23	8	0	10	0	6	0	0	0	2	8	0
RGS19	32	23	56	10	2	114	36	28	20	25	5	25
LOC116510364	0	0	5	0	0	0	2	0	0	0	0	0
TMEM219	157	45	43	57	21	55	48	44	19	12	51	44
GRM2	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515748	57	15	32	3	7	41	32	25	78	12	23	24
RGS11	52	8	19	10	4	31	9	5	34	0	5	11
LOC116515447	21	16	21	21	4	15	17	11	11	10	15	23
LOC116515444	94	50	70	22	5	59	56	10	91	0	20	21
LOC116515445	23	5	10	0	0	12	8	2	3	0	4	10
LOC116515442	17	8	14	0	0	6	10	8	0	0	10	4
LOC116515443	0	0	7	0	0	0	0	0	0	0	0	0
LOC116515440	0	0	134	220	18	20	5	454	0	0	69	0
RGS16	0	0	3	2	0	5	4	2	0	0	0	0
LOC116521337	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521336	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521335	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521334	0	0	0	0	0	0	0	0	0	0	0	0
BCORL1	255	58	98	39	13	67	48	42	90	0	13	32
RILPL1	29	0	13	3	2	15	10	5	39	0	0	2
RILPL2	126	28	35	25	18	80	44	19	49	0	19	3
LOC116517311	25	19	24	23	7	36	43	19	17	49	40	25
LOC116506958	15	3	0	3	0	6	6	2	7	0	0	0
TESMIN	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521339	0	0	0	0	0	0	0	0	0	0	0	0
LOC116507130	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510012	0	0	0	0	0	0	0	0	0	0	0	0
HTR3A	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522528	0	0	0	0	0	0	0	0	0	0	0	0
TMEM81	22	13	2	9	5	10	2	7	0	19	8	1
TRNAA-AGC-7	0	0	0	0	0	0	0	0	0	0	0	0
BTRC	235	87	112	85	18	99	65	101	36	8	63	96
LOC116510015	0	0	0	0	0	0	0	0	0	0	0	0
SOCS2	862	44	389	43	20	87	36	24	157	32	391	67
CALHM1	0	0	0	0	0	0	0	0	0	0	0	0
CALHM2	12	9	17	8	0	7	6	8	0	0	3	7
LOC116510019	36	23	24	35	10	24	10	27	1	12	24	6
SOCS6	287	148	72	42	32	148	50	75	48	37	63	93
SOCS7	251	121	98	91	31	137	50	88	76	28	60	69
CALHM6	55	34	14	16	3	71	32	6	0	0	3	10
SOCS5	113	40	20	39	19	35	23	28	22	0	42	25
DGKG	0	0	7	0	0	0	0	0	0	0	0	0
LOC116504526	157	68	85	49	26	121	77	60	101	17	39	70
LOC116504525	392	107	76	61	20	166	133	111	34	40	67	97
PFAS	13554	3320	6527	6777	1370	3008	3806	5807	5546	2018	8441	3816
LOC116504523	291	81	127	70	29	166	79	119	88	49	70	96
DGKB	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	14	3	0	3	0	8	8	0	7	0	0	0
KDM8	1001	232	107	173	89	208	201	101	192	21	87	115
LOC116504397	0	0	0	0	0	0	0	0	0	0	0	0
DGKK	67	4	74	7	12	30	11	31	42	0	11	10
LOC116506806	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504528	168	72	38	47	17	70	41	38	42	44	21	39
LOC116506727	0	0	0	0	0	0	0	0	0	0	0	0
MSI2	479	250	155	144	38	213	75	84	38	58	107	97
UPF3B	2328	617	526	499	281	577	453	280	645	195	346	346
DGKQ	90	22	43	7	3	63	14	35	20	0	9	28
MSI1	5	0	0	0	0	0	0	0	0	0	0	2
SLC20A1	1325	695	2602	1107	242	876	2127	2320	2144	512	701	2693
RFWD3	417	125	109	93	23	210	143	104	162	44	80	137
SLC20A2	156	68	67	39	22	69	40	58	10	31	54	82
DGKZ	1258	418	405	365	116	566	347	421	382	237	336	399
LOC116515990	0	0	0	0	0	0	0	0	0	0	0	0
LOC116519740	0	8	0	0	0	0	0	0	0	0	1	4
LOC116515993	6	4	9	8	0	13	0	8	15	0	3	2
HPD	93922	27101	32853	42440	10102	28389	33022	22918	29871	15003	33040	26664
LOC116519744	376	55	41	34	44	43	53	12	66	31	25	10
LOC116515996	0	0	0	0	0	0	0	0	0	0	0	0
HLTF	270	145	157	81	38	100	58	129	0	30	176	62
LOC116519749	12	11	11	2	3	6	10	13	2	1	6	3
LOC116515999	0	0	2	7	0	0	2	3	0	0	0	0
OPA1	5430	832	758	754	505	810	703	385	1320	362	405	472
LOC116520346	168	32	57	46	23	63	61	40	4	51	34	47
GANC	235	91	74	70	51	63	39	49	0	10	63	80
LOC116505925	0	0	0	0	0	0	0	0	1	0	0	1
HPN	2072	530	385	609	273	578	464	537	695	255	287	636
SMC4	46	12	17	13	0	45	6	9	0	35	5	2
SMC5	414	162	165	82	41	172	70	132	37	22	99	90
SMC6	1915	1038	717	618	270	620	510	688	492	296	703	580
LOC116513665	7	0	0	0	0	0	0	0	0	0	0	0
SMC2	0	4	0	0	0	0	0	0	0	0	0	0
OSGEPL1	139	59	28	35	19	48	8	34	28	28	42	42
TRNAR-CCU-2	0	0	0	0	0	0	0	0	0	0	0	0
TRNAR-CCU-3	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522785	0	0	0	0	0	0	0	0	0	0	0	0
CIDEB	3299	861	566	652	388	697	817	623	986	331	349	758
TRNAR-CCU-4	0	0	0	0	0	0	0	0	0	0	0	0
MRPS26	691	162	84	13	56	126	64	10	228	37	72	86
FAM169B	409	96	85	93	18	69	50	29	124	63	62	62
ARTN	3	0	0	0	0	0	3	0	0	0	0	0
FAM169A	114	54	52	49	10	71	12	34	66	44	27	20
LOC116509111	333	156	36	45	10	190	37	42	3	0	52	54
ATP6V1H	710	318	165	161	87	265	168	143	153	74	157	158
LOC116502585	385	154	64	65	30	131	66	80	46	53	36	115
PRDM2	1503	113	221	97	88	185	126	105	284	22	75	43
PRDM1	32	16	9	5	0	23	5	15	0	0	2	3
MRPS24	1265	261	242	203	87	223	189	142	164	145	150	140
POGZ	2217	334	350	366	135	362	282	197	625	120	227	211
PRDM5	4	3	0	3	1	1	2	1	0	0	1	0
PRDM4	113	14	0	0	5	17	9	0	23	0	0	0
PGM1	1713	927	598	740	434	827	963	553	446	508	771	583
TRIM23	404	131	75	92	16	90	39	68	27	37	88	80
PGM2	1427	667	810	858	239	730	708	596	620	412	1358	836
TRIM25	2799	934	625	669	404	901	434	729	355	188	794	543
TRIM24	1289	437	352	315	128	442	256	283	308	152	240	208
AMBRA1	688	236	172	128	55	256	152	237	91	68	151	147
TRIM29	0	0	0	0	0	0	0	0	0	0	0	0
PEX12	193	54	57	61	9	48	24	32	40	22	38	37
PRELID3B	56	29	31	0	7	37	11	11	0	2	5	6
TCTEX1D1	0	0	0	0	0	0	0	0	0	0	0	0
GNL2	5831	1290	1645	2369	540	1599	1660	1093	2363	1027	1273	1743
GNL3	721	313	432	263	105	367	246	189	191	129	222	344
RSRP1	33	22	128	28	7	197	164	213	37	0	13	67
GNL1	193	53	58	19	0	32	0	39	0	0	20	14
DMWD	634	108	210	86	41	244	184	98	261	20	72	87
LOC116502584	8	0	0	0	0	0	0	0	7	0	0	0
PEX10	247	46	40	25	17	65	54	19	143	5	26	22
LOC116504779	107	68	62	83	36	93	59	62	41	28	66	82
NEURL4	688	68	34	43	36	52	39	30	59	11	25	23
HOMER3	46	32	6	0	0	11	6	0	7	0	6	11
NEURL1	3	0	0	0	0	0	0	0	0	0	0	3
B4GALNT3	0	0	0	0	0	0	0	0	0	0	0	0
NEURL3	28	12	12	11	4	45	14	13	0	0	0	4
NEURL2	159	20	0	7	9	9	13	0	12	0	14	4
MREG	52	23	7	6	0	45	0	6	0	0	9	0
LOC116513597	0	0	0	0	0	0	0	0	0	0	0	1
SF3A1	8593	1498	1498	1422	818	1475	1204	852	2119	565	1036	761
LOC116513595	0	0	0	0	0	0	0	0	0	0	0	0
LOC116513592	7	5	2	4	0	0	0	3	0	0	2	0
LOC116513593	0	0	0	4	3	4	0	0	0	0	0	2
LOC116513591	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520052	1306	149	166	111	73	211	115	53	337	33	94	27
ATP6V1A	324	139	252	149	31	220	149	132	93	103	125	172
QSER1	760	269	250	193	61	341	115	208	111	57	177	224
RNF112	41	38	43	4	0	45	21	7	16	0	7	17
OSTM1	72	23	29	16	0	37	12	12	2	0	22	21
LOC116513599	0	0	0	0	0	0	0	0	0	0	0	0
KCNIP2	0	0	0	0	0	0	0	0	0	0	0	0
KCNIP3	16	2	12	0	0	0	3	0	14	0	0	0
KCNIP1	4	4	0	0	0	0	0	30	0	0	0	0
GPR45	14	2	8	9	7	6	13	7	0	0	4	7
MTAP	1213	616	447	274	201	403	287	391	300	170	417	345
LOC116503311	15	6	5	9	3	38	8	3	0	5	6	15
LOC116503310	341	56	82	57	16	78	64	72	138	8	26	86
LOC116503313	91	0	9	22	0	34	11	0	17	0	0	0
LOC116503312	22	17	13	5	1	9	6	5	14	1	7	12
LOC116503314	84	0	11	21	0	35	12	7	24	0	0	9
LOC116503317	0	0	0	0	0	0	0	2	0	0	0	0
LOC116503316	496	277	8	289	35	272	300	265	192	68	293	196
PSME1	1539	476	514	472	200	868	726	379	533	176	312	265
FCHO1	545	33	34	5	67	71	52	8	162	6	3	2
FCHO2	1263	500	397	311	100	435	204	341	113	148	320	282
PSME2	766	246	245	208	139	386	263	156	211	79	178	169
PYROXD1	111	50	19	21	9	36	22	21	0	0	17	16
PSME4	550	210	144	67	24	112	68	119	174	8	99	108
RPS6KA2	6	0	13	0	0	3	0	4	0	0	0	2
SNAP23	839	233	293	164	68	396	111	200	24	66	115	142
NEURL1B	60	17	60	9	7	39	21	27	14	0	3	22
SRGAP2	425	181	226	111	74	270	60	270	124	57	123	150
EPCAM	975	234	203	252	154	270	250	379	126	211	159	290
LOC116515436	4929	2518	1625	2151	516	1760	1000	1575	1363	978	1381	1820
AGPAT2	1163	369	650	408	143	449	442	397	914	76	307	416
AGPAT3	370	150	143	112	55	99	68	118	8	34	167	150
EPO	134	12	4	16	15	29	24	19	8	12	4	4
AGPAT1	26	2	12	0	0	16	3	2	0	0	0	0
MAPK11	101	63	58	74	17	66	22	60	0	24	81	30
LOC116519456	4	0	0	0	0	0	2	0	0	0	0	0
VMO1	46	0	0	0	0	0	0	0	0	0	3	0
