INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
TMEM184A,NC_045554.1,2368175,2368175,2368175,1,0.1255,0.0506,0.0894,0.0105,random,
TMEM184A,NC_045554.1,2373199,2373199,2373199,1,0.2173,0.1452,0.1816,-0.0129,random,
TPM1,NC_045556.1,675665,675665,675665,1,0.2956,0.1994,0.2494,-0.0092,p53,
TPM1,NC_045556.1,687282,687282,687282,1,0.3951,0.2599,0.3381,0.0034,p53,
TPM1,NC_045556.1,675601,675601,675601,1,0.487,0.4543,0.4665,-0.0063,p53,
TRAP1,NC_045554.1,41261,41261,41261,1,0.0963,0.0424,0.0698,0.0013,stress,
TRAP1,NC_045554.1,47167,47167,47167,1,0.0515,0.1045,0.0785,6e-04,stress,
TRAP1,NC_045554.1,48630,48630,48630,1,0,0.0417,0.0211,0.0466,stress,
TRAP1,NC_045554.1,48633,48633,48633,1,0.2593,0.3718,0.3225,0.0265,stress,
TRAP1,NC_045554.1,43512,43512,43512,1,0.034,0.024,0.0289,-0.0031,stress,
TRPC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
TSC1,NC_045556.1,33991631,33991631,33991631,1,0.5022,0.4709,0.4976,0.0114,IILS,
TSC1,NC_045556.1,33998360,33998360,33998360,1,0.4892,0.495,0.5097,0.0175,IILS,
TSC1,NC_045556.1,33975215,33975215,33975215,1,0.4454,0.4357,0.4389,-0.002,IILS,
TSC1,NC_045556.1,33967830,33967830,33967830,1,0.4521,0.4823,0.4687,0.0017,IILS,
TSC1,NC_045556.1,33967863,33967863,33967863,1,0.4811,0.4834,0.4802,-0.0021,IILS,
TSC1,NC_045556.1,33968247,33968247,33968247,1,0.0612,0,0.0312,0.0949,IILS,
TSC1,NC_045556.1,33980802,33980802,33980802,1,0.3875,0.4251,0.4064,4e-04,IILS,
TSC1,NC_045556.1,33976988,33976988,33976988,1,0.0098,0.1654,0.0945,0.0288,IILS,
TSC1,NC_045556.1,33980507,33980507,33980507,1,0.168,0.2695,0.2224,0.0074,IILS,
TSC1,NC_045556.1,33980792,33980792,33980792,1,0.2868,0.0725,0.1971,0.0442,IILS,
TSC1,NC_045556.1,33980861,33980861,33980861,1,0.4454,0.4291,0.4359,-0.0015,IILS,
TSC1,NC_045556.1,33980933,33980933,33980933,1,0.4444,0.4321,0.4365,-0.002,IILS,
TSC1,NC_045556.1,33987074,33987074,33987074,1,0.4487,0.4404,0.4426,-0.0023,IILS,
TSC2,NC_045554.1,21438007,21438007,21438007,1,0.0288,0,0.0146,0.0061,IILS,
TSC2,NC_045554.1,21461993,21461993,21461993,1,0.075,0.0094,0.0432,0.0195,IILS,
TSC2,NC_045554.1,21431702,21431702,21431702,1,0.3895,0.4499,0.4237,0.005,IILS,
TSC2,NC_045554.1,21431774,21431774,21431774,1,0.0331,0,0.0167,0.0692,IILS,
TSC2,NC_045554.1,21462525,21462525,21462525,1,0,0.0543,0.0278,0.0105,IILS,
TSC2,NC_045554.1,21484747,21484747,21484747,1,0.0476,0,0.0243,0.0159,IILS,
TSC2,NC_045554.1,21488648,21488648,21488648,1,0.0288,0,0.0146,0.0061,IILS,
TSC2,NC_045554.1,21462524,21462524,21462524,1,0.1535,0.2601,0.2107,0.0107,IILS,
TSHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,growth,
TSHR,NC_045541.1,135296435,135296435,135296435,1,0.1357,0.1612,0.148,-0.0017,growth,
TXN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
TYRP1,NC_045543.1,71218346,71218346,71218346,1,0.0383,0.0275,0.0328,-0.0018,color,
USP24,NC_045545.1,31492231,31492231,31492231,1,0.465,0.4477,0.4536,-0.0038,reproduction,Sex_determination_linked
USP24,NC_045545.1,31529296,31529296,31529296,1,0.0528,0.0893,0.0711,0.002,reproduction,Sex_determination_linked
USP24,NC_045545.1,31519820,31519820,31519820,1,0.0291,0,0.0147,0.0012,reproduction,Sex_determination_linked
USP24,NC_045545.1,31515664,31515664,31515664,1,0.0349,0.1546,0.0988,0.021,reproduction,Sex_determination_linked
VHL,NC_045542.1,122501042,122501042,122501042,1,0.0476,0,0.0243,0.0112,hypoxia,
VIPR1,NC_045558.1,4790055,4790055,4790055,1,0.049,0.0679,0.0582,-0.0057,growth,
VIPR1,NC_045558.1,4804531,4804531,4804531,1,0.2051,0.3135,0.2642,0.0061,growth,
VIPR1,NC_045558.1,4817488,4817488,4817488,1,0.4984,0.4828,0.491,7e-04,growth,
VIPR1,NC_045558.1,4795590,4795590,4795590,1,0.0199,0.0197,0.0197,-0.0024,growth,
VIPR1,NC_045558.1,4797088,4797088,4797088,1,0.1188,0.0997,0.1089,-6e-04,growth,
WDR12,NC_045541.1,7270042,7270042,7270042,1,0,0.1218,0.0648,0.0295,random,
WIPI2,NW_022473647.1,18089,18089,18089,1,0.0769,0.2722,0.1827,0.0624,p53,
WIPI2,NW_022473647.1,18050,18050,18050,1,NA,0.1754,0.1276,NA,p53,
WRN,NC_045543.1,44860940,44860940,44860940,1,0.1589,0.3473,0.2695,0.0542,p53,
WRN,NC_045543.1,44807798,44807798,44807798,1,0.1589,0.3588,0.2781,0.0569,p53,
WRN,NC_045543.1,44828308,44828308,44828308,1,0.0733,0.1937,0.1373,0.0461,p53,
WRN,NC_045543.1,44831142,44831142,44831142,1,0.1668,0.3666,0.2866,0.0648,p53,
WRN,NC_045543.1,44861069,44861069,44861069,1,0.1696,0.3417,0.2689,0.0505,p53,
WRN,NC_045543.1,44867552,44867552,44867552,1,0.1589,0.3368,0.2618,0.0402,p53,
XRCC2,NC_045558.1,9543434,9543434,9543434,1,0.0629,0.0268,0.0449,-0.0264,stress,DNA_repair
XRCC2,NC_045558.1,9551200,9551200,9551200,1,0.2548,0.3249,0.2901,7e-04,stress,DNA_repair
XRCC2,NC_045558.1,9551204,9551204,9551204,1,0.4467,0.4964,0.4784,0.0084,stress,DNA_repair
XRCC2,NC_045558.1,9543615,9543615,9543615,1,0.0619,0,0.0318,0.0082,stress,DNA_repair
XRCC2,NC_045558.1,9543845,9543845,9543845,1,0.2111,0.2278,0.2186,-0.0019,stress,DNA_repair
XRCC3,NC_045541.1,149010802,149010802,149010802,1,0.0997,0.0278,0.0649,0.0178,stress,DNA_repair
XRCC3,NC_045541.1,149009348,149009348,149009348,1,0.384,0.4961,0.527,0.0896,stress,DNA_repair
YWHAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,PI3K,
YWHAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,PI3K,
YWHAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,PI3K,
YWHAQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,PI3K,
